Player,Team,Position,GP,TOI,Goals,Total_Assists,Primary_Assist,Secondary_Assist,Total_Points,goals_per_60,assists_per_60,points_per_60,IPP,Shots,Shooting_Perc,ixG,iCF,iFF,iSCF,iHDCF,Rush_Attempts,Rebounds_Created,PIM,Total_Penalties,Minor,Major,Misconduct,Penalties_Drawn,Giveaways,Takeaways,Hits,Hits_Taken,Shots_Blocked,Faceoffs_Won,Faceoffs_Lost,Faceoffs_Perc
Jarred Tinordi,NYR,D,5,62.1667,0,0,0,0,0,0.000,0.000,0.000,0.000,2,0.00,0.15,11,6,3,0,0,0,2,1,1,0,0,0,1,0,14,3,2,0,0,0.00
Fredrik Claesson,T.B,D,3,32.9000,0,0,0,0,0,0.000,0.000,0.000,0.000,2,0.00,0.03,5,3,1,1,1,0,0,0,0,0,0,0,2,0,4,7,3,0,0,0.00
Josh Leivo,CAR,L,2,12.9000,0,0,0,0,0,0.000,0.000,0.000,0.000,2,0.00,0.08,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00
Sven Baertschi,VGK,L,1,13.8667,0,0,0,0,0,0.000,0.000,0.000,0.000,1,0.00,0.03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00
Ben Harpur,NSH,D,4,49.6333,0,0,0,0,0,0.000,0.000,0.000,0.000,3,0.00,0.12,7,4,3,0,0,0,4,2,2,0,0,0,4,0,9,4,7,0,0,0.00
Dillon Heatherington,OTT,D,3,41.5167,0,0,0,0,0,0.000,0.000,0.000,0.000,2,0.00,0.02,6,3,2,0,1,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0.00
Brendan Perlini,EDM,L,12,90.4333,0,0,0,0,0,0.000,0.000,0.000,0.000,6,0.00,0.46,15,10,8,1,2,0,2,1,1,0,0,0,1,2,16,6,1,0,0,0.00
Caleb Jones,CHI,D,5,69.9667,0,0,0,0,0,0.000,0.000,0.000,0.000,2,0.00,0.02,6,2,1,0,0,0,0,0,0,0,0,0,2,0,4,9,2,0,0,0.00
Christian Jaros,N.J,D,2,26.4000,0,0,0,0,0,0.000,0.000,0.000,0.000,3,0.00,0.10,4,4,1,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0.00
Jalen Chatfield,CAR,D,2,31.0500,0,0,0,0,0,0.000,0.000,0.000,0.000,6,0.00,0.36,13,10,4,2,0,4,0,0,0,0,0,0,0,2,7,6,0,0,0,0.00
Joey Anderson,TOR,R,1,12.8667,0,0,0,0,0,0.000,0.000,0.000,0.000,4,0.00,0.31,5,5,5,3,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0.00
Jacob MacDonald,COL,D,3,23.9667,0,0,0,0,0,0.000,0.000,0.000,0.000,8,0.00,0.77,10,9,9,5,0,3,0,0,0,0,0,1,1,0,4,2,1,0,0,0.00
Chase Priskie,FLA,D,1,10.1833,0,0,0,0,0,0.000,0.000,0.000,0.000,1,0.00,0.03,1,1,0,0,0,0,2,1,1,0,0,0,1,0,0,2,1,0,0,0.00
Vinni Lettieri,ANA,C,4,38.7167,0,0,0,0,0,0.000,0.000,0.000,0.000,3,0.00,0.20,5,3,2,1,0,0,0,0,0,0,0,0,1,0,8,0,3,0,0,0.00
Scott Reedy,S.J,C,2,18.0167,0,0,0,0,0,0.000,0.000,0.000,0.000,1,0.00,0.18,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.00
Robin Salo,NYI,D,4,69.3333,0,0,0,0,0,0.000,0.000,0.000,0.000,3,0.00,0.04,4,3,1,0,0,0,0,0,0,0,0,0,4,2,2,11,5,0,0,0.00
Erik Brannstrom,OTT,D,2,26.3667,0,0,0,0,0,0.000,0.000,0.000,0.000,1,0.00,0.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0.00
Wyatt Kalynuk,CHI,D,2,23.8333,0,0,0,0,0,0.000,0.000,0.000,0.000,1,0.00,0.10,5,3,1,0,1,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0.00
Nicolas Beaudin,CHI,D,1,10.2833,0,0,0,0,0,0.000,0.000,0.000,0.000,1,0.00,0.09,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.00
Gabriel Fortier,T.B,L,2,17.0000,0,0,0,0,0,0.000,0.000,0.000,0.000,4,0.00,0.21,6,4,5,1,0,0,0,0,0,0,0,1,0,0,4,4,2,0,0,0.00
John Leonard,S.J,L,5,49.1000,0,0,0,0,0,0.000,0.000,0.000,0.000,9,0.00,0.42,11,11,4,1,1,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0.00
Adam Beckman,MIN,L,3,26.5000,0,0,0,0,0,0.000,0.000,0.000,0.000,4,0.00,0.08,5,4,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0.00
Artemi Kniazev,S.J,D,1,11.4000,0,0,0,0,0,0.000,0.000,0.000,0.000,2,0.00,0.10,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00
Cole Perfetti,WPG,C,2,17.8500,0,0,0,0,0,0.000,0.000,0.000,0.000,1,0.00,0.11,3,3,1,1,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0.00
Richard Panik,NYI,R,4,45.4333,0,0,0,0,0,0.000,0.000,0.000,0.000,4,0.00,0.52,9,7,7,5,0,1,0,0,0,0,0,0,1,0,9,0,2,1,0,100.00
Scott Sabourin,OTT,R,3,19.9000,0,0,0,0,0,0.000,0.000,0.000,0.000,3,0.00,0.16,5,5,2,0,0,0,2,1,1,0,0,0,2,0,8,3,1,1,0,100.00
Hudson Fasching,ARI,R,7,59.6000,0,0,0,0,0,0.000,0.000,0.000,0.000,1,0.00,0.43,10,7,6,5,1,0,0,0,0,0,0,0,0,2,10,7,0,1,0,100.00
Kevin Stenlund,CBJ,C,3,22.5833,0,0,0,0,0,0.000,0.000,0.000,0.000,3,0.00,0.18,4,3,3,1,0,0,2,1,1,0,0,1,0,1,2,2,2,1,0,100.00
Tyce Thompson,N.J,R,2,26.2167,0,0,0,0,0,0.000,0.000,0.000,0.000,3,0.00,0.23,5,4,5,2,0,0,0,0,0,0,0,1,2,2,2,3,0,1,0,100.00
Vladimir Tkachev,L.A,L,4,44.3833,0,0,0,0,0,0.000,0.000,0.000,0.000,1,0.00,0.03,2,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,1,80.00
Mikhail Maltsev,COL,L,3,22.6500,0,0,0,0,0,0.000,0.000,0.000,0.000,3,0.00,0.17,5,4,4,1,0,0,0,0,0,0,0,0,0,2,3,6,1,3,1,75.00
Connor Bunnaman,PHI,C,3,24.4167,0,0,0,0,0,0.000,0.000,0.000,0.000,2,0.00,0.21,2,2,2,1,1,0,0,0,0,0,0,0,0,0,2,4,0,11,6,64.71
Greg McKegg,NYR,C,8,70.5333,0,0,0,0,0,0.000,0.000,0.000,0.000,5,0.00,0.33,6,5,5,2,1,2,0,0,0,0,0,0,2,0,7,6,5,21,20,51.22
Max Jones,ANA,L,2,17.3333,0,0,0,0,0,0.000,0.000,0.000,0.000,2,0.00,0.11,3,3,1,0,0,0,0,0,0,0,0,2,2,0,2,1,0,1,1,50.00
Lias Andersson,L.A,C,7,71.3333,0,0,0,0,0,0.000,0.000,0.000,0.000,12,0.00,0.95,14,13,8,6,4,0,0,0,0,0,0,2,4,0,7,4,1,5,5,50.00
Michael McCarron,NSH,R,6,50.8833,0,0,0,0,0,0.000,0.000,0.000,0.000,5,0.00,0.59,6,6,5,4,0,0,5,1,0,1,0,2,2,0,12,11,3,7,9,43.75
Frederik Gauthier,N.J,C,8,65.9667,0,0,0,0,0,0.000,0.000,0.000,0.000,4,0.00,0.18,5,4,3,1,0,0,0,0,0,0,0,0,3,0,14,7,3,19,29,39.58
Connor Dewar,MIN,C,4,33.7833,0,0,0,0,0,0.000,0.000,0.000,0.000,4,0.00,0.46,10,7,7,2,1,1,4,2,2,0,0,1,0,0,6,3,3,7,11,38.89
Andrew Agozzino,OTT,L,1,6.8667,0,0,0,0,0,0.000,0.000,0.000,0.000,1,0.00,0.03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,33.33
Lane Pederson,S.J,C,12,127.4500,0,0,0,0,0,0.000,0.000,0.000,0.000,5,0.00,0.52,13,10,7,2,1,0,6,3,3,0,0,0,3,4,21,21,6,8,17,32.00
Glenn Gawdin,CGY,C,2,18.2000,0,0,0,0,0,0.000,0.000,0.000,0.000,3,0.00,0.09,4,3,1,0,0,0,2,1,1,0,0,0,1,0,1,1,1,3,8,27.27
Gabriel Vilardi,L.A,C,7,74.5500,0,0,0,0,0,0.000,0.000,0.000,0.000,3,0.00,0.31,7,5,4,1,1,0,2,1,1,0,0,0,1,1,0,7,5,9,28,24.32
Cody Glass,NSH,C,2,17.6833,0,0,0,0,0,0.000,0.000,0.000,0.000,2,0.00,0.16,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,8,11.11
Austin Watson,OTT,L,8,70.0500,0,0,0,0,0,0.000,0.000,0.000,0.000,6,0.00,0.24,9,7,3,2,0,1,11,4,3,1,0,3,3,0,18,4,14,0,2,0.00
Kyle Rau,MIN,C,3,25.5000,0,0,0,0,0,0.000,0.000,0.000,0.000,2,0.00,0.04,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0.00
Chase DeLeo,N.J,C,2,16.3000,0,0,0,0,0,0.000,0.000,0.000,0.000,2,0.00,0.32,5,4,4,2,1,0,0,0,0,0,0,1,0,0,5,0,0,0,2,0.00
Max Willman,PHI,C,7,74.4833,0,0,0,0,0,0.000,0.000,0.000,0.000,9,0.00,0.39,13,10,3,2,0,0,2,1,1,0,0,0,1,4,8,15,1,0,5,0.00
Marian Studenic,N.J,R,5,47.0000,0,0,0,0,0,0.000,0.000,0.000,0.000,7,0.00,0.49,11,9,5,2,1,0,0,0,0,0,0,0,1,3,3,8,2,0,2,0.00
Jan Jenik,ARI,R,2,10.6000,0,0,0,0,0,0.000,0.000,0.000,0.000,2,0.00,0.09,4,2,1,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,5,0.00
Markus Nutivaara,FLA,D,1,6.8500,0,1,1,0,1,0.000,8.759,8.759,100.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.00
Calen Addison,MIN,D,3,37.3333,1,0,0,0,1,1.607,0.000,1.607,100.00,3,33.33,0.30,9,6,5,0,0,1,0,0,0,0,0,0,0,0,6,5,1,0,0,0.00
Ryan Ellis,PHI,D,4,68.2500,1,1,1,0,2,0.879,0.879,1.758,100.00,5,20.00,0.20,11,7,3,0,0,0,0,0,0,0,0,0,5,2,1,4,6,0,0,0.00
Justin Danforth,CBJ,R,5,47.1500,1,0,0,0,1,1.273,0.000,1.273,100.00,10,10.00,1.13,14,12,9,7,0,1,0,0,0,0,0,0,0,0,17,5,2,0,0,0.00
Karson Kuhlman,BOS,C,14,143.9167,1,1,0,1,2,0.417,0.417,0.834,100.00,17,5.88,1.72,29,22,19,8,0,4,0,0,0,0,0,3,3,5,27,16,5,0,0,0.00
Oskar Steen,BOS,C,2,22.1833,0,2,1,1,2,0.000,5.409,5.409,100.00,1,0.00,0.01,3,1,1,0,1,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0.00
Nikita Kucherov,T.B,R,3,46.6667,0,1,0,1,1,0.000,1.286,1.286,100.00,4,0.00,0.47,11,7,11,1,3,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0.00
Nathan Beaulieu,WPG,D,10,55.0000,0,1,1,0,1,0.000,1.091,1.091,100.00,7,0.00,0.38,15,13,3,1,1,2,7,2,1,1,0,0,3,0,3,4,5,0,0,0.00
Brad Hunt,VAN,D,4,47.5333,0,1,0,1,1,0.000,1.262,1.262,100.00,7,0.00,0.14,12,8,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0.00
Will Borgen,SEA,D,2,27.9833,0,1,1,0,1,0.000,2.144,2.144,100.00,2,0.00,0.06,2,2,0,0,0,1,0,0,0,0,0,1,1,0,1,7,5,0,0,0.00
Sean Durzi,L.A,D,4,57.3667,0,1,0,1,1,0.000,1.046,1.046,100.00,6,0.00,0.17,11,7,5,0,0,0,0,0,0,0,0,0,3,0,8,6,5,0,0,0.00
Daniil Miromanov,VGK,D,3,32.3333,0,1,0,1,1,0.000,1.856,1.856,100.00,3,0.00,0.06,6,3,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0.00
Matt Kiersted,FLA,D,4,46.7000,0,1,1,0,1,0.000,1.285,1.285,100.00,4,0.00,0.09,8,6,1,0,0,0,0,0,0,0,0,0,1,1,2,9,4,0,0,0.00
Carl Grundstrom,L.A,R,15,164.1833,4,1,1,0,5,1.462,0.365,1.827,100.00,28,14.29,1.95,36,35,20,7,6,0,2,1,1,0,0,1,6,3,31,19,4,9,0,100.00
Cole Caufield,MTL,R,17,197.8333,1,2,1,1,3,0.303,0.607,0.910,100.00,26,3.85,2.04,50,36,28,6,1,5,2,1,1,0,0,2,4,3,2,9,1,2,0,100.00
Andy Andreoff,NYI,C,5,48.2000,1,0,0,0,1,1.245,0.000,1.245,100.00,6,16.67,0.19,7,6,3,1,0,0,0,0,0,0,0,0,3,1,8,3,1,6,1,85.71
Conor Sheary,WSH,L,18,210.1500,4,3,0,3,7,1.142,0.857,1.999,100.00,23,17.39,1.79,38,33,18,8,2,3,2,1,1,0,0,5,0,11,8,24,7,3,1,75.00
Brandon Hagel,CHI,L,19,249.4000,7,1,1,0,8,1.684,0.241,1.925,100.00,27,25.93,2.38,49,33,28,14,1,0,0,0,0,0,0,6,5,11,12,39,5,2,1,66.67
Klim Kostin,STL,C,18,169.9167,2,3,1,2,5,0.706,1.059,1.766,100.00,20,10.00,1.46,36,26,25,8,2,4,10,5,5,0,0,5,8,5,50,7,3,2,1,66.67
Tanner Kero,DAL,C,7,60.1333,0,2,1,1,2,0.000,1.996,1.996,100.00,3,0.00,0.15,4,3,2,0,1,0,0,0,0,0,0,0,2,1,3,6,2,4,2,66.67
Casey Mittelstadt,BUF,C,2,19.3000,1,0,0,0,1,3.109,0.000,3.109,100.00,3,33.33,0.25,5,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,13,7,65.00
Patrick Brown,PHI,C,6,47.1833,0,1,0,1,1,0.000,1.272,1.272,100.00,5,0.00,0.35,14,10,5,1,0,2,0,0,0,0,0,0,1,1,2,6,2,12,7,63.16
Jack Studnicka,BOS,C,4,40.7833,0,1,1,0,1,0.000,1.471,1.471,100.00,4,0.00,0.32,7,5,3,2,0,1,2,1,1,0,0,0,1,2,5,7,0,10,6,62.50
Kyle Turris,EDM,C,15,112.8667,1,1,0,1,2,0.532,0.532,1.063,100.00,12,8.33,0.85,23,14,11,3,0,0,2,1,1,0,0,2,2,5,7,14,3,15,10,60.00
Tyler Johnson,CHI,C,8,80.6667,1,0,0,0,1,0.744,0.000,0.744,100.00,9,11.11,0.66,13,10,10,5,0,1,8,4,4,0,0,3,0,2,16,6,3,14,10,58.33
Colin Blackwell,SEA,C,7,68.6833,1,0,0,0,1,0.874,0.000,0.874,100.00,9,11.11,0.52,14,10,9,3,0,0,0,0,0,0,0,0,3,2,11,2,0,4,3,57.14
Dylan Strome,CHI,C,13,152.2000,0,2,1,1,2,0.000,0.788,0.788,100.00,14,0.00,1.10,23,19,14,8,0,1,10,5,5,0,0,2,2,10,2,8,7,36,28,56.25
Reese Johnson,CHI,C,13,121.0000,1,2,0,2,3,0.496,0.992,1.488,100.00,6,16.67,0.36,11,8,6,2,1,1,5,1,0,1,0,3,2,3,48,17,4,30,25,54.55
Otto Koivula,NYI,L,3,28.4500,0,1,1,0,1,0.000,2.109,2.109,100.00,4,0.00,0.31,5,5,4,2,0,0,0,0,0,0,0,0,1,0,2,2,2,7,6,53.85
Joe Veleno,DET,C,9,108.8833,2,1,1,0,3,1.102,0.551,1.653,100.00,15,13.33,0.98,23,19,12,5,1,0,4,2,2,0,0,2,1,3,16,10,0,25,22,53.19
Devin Shore,EDM,C,8,61.8833,1,1,1,0,2,0.970,0.970,1.939,100.00,4,25.00,0.54,7,6,7,2,0,2,2,1,1,0,0,0,2,3,10,11,5,19,17,52.78
Sam Carrick,ANA,C,16,162.0000,2,1,0,1,3,0.741,0.370,1.111,100.00,22,9.09,1.49,37,28,21,9,2,0,7,2,1,1,0,3,3,6,31,12,6,19,17,52.78
Liam O'Brien,ARI,C,17,149.1833,1,1,1,0,2,0.402,0.402,0.804,100.00,11,9.09,0.93,27,18,10,6,2,3,7,2,1,1,0,9,2,2,46,25,2,2,2,50.00
Josiah Slavin,CHI,L,1,10.0833,0,1,1,0,1,0.000,5.950,5.950,100.00,3,0.00,0.55,3,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,50.00
Ryan Poehling,MTL,C,11,112.5500,4,0,0,0,4,2.132,0.000,2.132,100.00,15,26.67,0.68,24,17,11,3,1,1,2,1,1,0,0,0,3,4,6,6,1,31,32,49.21
Derek Grant,ANA,C,21,205.4167,1,3,3,0,4,0.292,0.876,1.168,100.00,25,4.00,2.23,38,32,23,11,0,2,14,3,2,0,1,0,2,2,17,5,12,25,26,49.02
Anze Kopitar,L.A,C,22,324.7167,5,8,3,5,13,0.924,1.478,2.402,100.00,35,14.29,2.79,54,44,33,18,5,0,2,1,1,0,0,5,2,10,19,19,20,100,116,46.30
Morgan Frost,PHI,C,4,42.2667,1,1,1,0,2,1.420,1.420,2.839,100.00,6,16.67,0.50,11,10,8,2,1,0,4,2,2,0,0,0,2,1,3,0,2,12,14,46.15
Kevin Hayes,PHI,C,3,36.6500,1,0,0,0,1,1.637,0.000,1.637,100.00,6,16.67,0.34,11,9,3,1,1,0,0,0,0,0,0,1,3,0,3,1,1,12,14,46.15
Adam Brooks,"MTL, VGK",C,7,70.0333,1,1,1,0,2,0.857,0.857,1.713,100.00,3,33.33,0.67,4,4,4,3,0,0,0,0,0,0,0,0,1,2,7,7,1,14,17,45.16
T.J. Oshie,WSH,R,8,101.8500,3,1,1,0,4,1.767,0.589,2.356,100.00,11,27.27,0.82,20,13,13,4,1,0,0,0,0,0,0,3,0,2,12,10,6,3,4,42.86
Jack Hughes,N.J,C,4,53.7000,1,1,1,0,2,1.117,1.117,2.235,100.00,5,20.00,0.33,8,6,5,2,1,0,0,0,0,0,0,1,1,10,0,5,1,6,8,42.86
Garrett Pilon,WSH,C,2,18.0500,1,0,0,0,1,3.324,0.000,3.324,100.00,1,100.00,0.12,3,2,2,2,0,0,0,0,0,0,0,0,2,1,2,4,0,7,10,41.18
Artturi Lehkonen,MTL,L,25,289.3333,3,7,6,1,10,0.622,1.452,2.074,100.00,41,7.32,4.64,76,60,40,26,0,6,8,4,4,0,0,3,6,4,28,39,8,2,3,40.00
Adam Gaudette,"CHI, OTT",C,9,79.3667,0,1,0,1,1,0.000,0.756,0.756,100.00,8,0.00,0.54,18,11,13,1,0,1,4,2,2,0,0,3,3,2,8,7,1,2,3,40.00
Trent Frederic,BOS,C,13,128.0333,0,1,1,0,1,0.000,0.469,0.469,100.00,17,0.00,1.16,27,20,16,7,3,4,5,1,0,1,0,0,0,3,29,12,1,11,17,39.29
Nick Schmaltz,ARI,C,6,78.7667,0,1,1,0,1,0.000,0.762,0.762,100.00,6,0.00,0.64,11,9,7,4,0,2,2,1,1,0,0,1,2,5,0,5,2,20,35,36.36
Nathan MacKinnon,COL,C,10,155.1000,0,8,5,3,8,0.000,3.095,3.095,100.00,17,0.00,0.97,39,23,24,3,1,2,2,1,1,0,0,3,8,4,9,8,11,30,53,36.14
Jacob Peterson,DAL,C,15,167.7667,3,1,1,0,4,1.073,0.358,1.431,100.00,15,20.00,1.82,31,26,23,10,0,1,4,2,2,0,0,1,1,3,9,12,3,1,2,33.33
David Perron,STL,L,20,269.7833,3,6,4,2,9,0.667,1.334,2.002,100.00,35,8.57,2.28,62,46,34,9,2,2,12,2,1,0,1,2,5,8,15,15,3,1,2,33.33
James van Riemsdyk,PHI,L,21,272.8167,1,4,4,0,5,0.220,0.880,1.100,100.00,39,2.56,2.95,57,49,29,12,1,6,2,1,1,0,0,1,12,4,6,20,7,1,2,33.33
Christian Fischer,ARI,R,16,165.4500,2,3,2,1,5,0.725,1.088,1.813,100.00,18,11.11,1.51,29,20,15,10,1,3,4,2,2,0,0,4,6,3,16,20,6,16,36,30.77
William Eklund,S.J,C,9,108.0500,0,1,1,0,1,0.000,0.555,0.555,100.00,3,0.00,0.67,9,5,6,5,2,0,2,1,1,0,0,1,6,2,4,7,3,2,5,28.57
Logan Brown,STL,C,2,15.7000,1,0,0,0,1,3.822,0.000,3.822,100.00,1,100.00,0.03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,25.00
Antoine Roussel,ARI,L,19,176.1333,3,0,0,0,3,1.022,0.000,1.022,100.00,21,14.29,1.80,36,27,20,10,3,2,20,6,5,0,1,4,2,2,18,19,6,3,9,25.00
Jesper Boqvist,N.J,C,5,59.0167,0,1,0,1,1,0.000,1.017,1.017,100.00,6,0.00,0.43,10,8,3,2,2,0,2,1,1,0,0,0,3,3,5,4,0,8,28,22.22
Wayne Simmonds,TOR,R,23,223.2500,3,6,2,4,9,0.806,1.613,2.419,100.00,41,7.32,4.67,53,47,43,30,2,2,6,3,3,0,0,5,9,6,36,30,4,1,9,10.00
Anton Blidh,BOS,L,9,92.3833,1,2,2,0,3,0.649,1.299,1.948,100.00,5,20.00,0.39,10,5,6,3,1,3,0,0,0,0,0,3,0,3,24,12,5,0,3,0.00
Victor Olofsson,BUF,L,15,203.0167,3,6,4,2,9,0.887,1.773,2.660,100.00,18,16.67,1.49,27,24,13,8,2,1,2,1,1,0,0,0,0,5,0,6,6,0,5,0.00
Michael Pezzetta,MTL,L,12,89.5333,1,1,1,0,2,0.670,0.670,1.340,100.00,14,7.14,0.89,22,18,12,5,0,1,6,3,3,0,0,4,3,0,29,9,2,0,2,0.00
Matthew Highmore,VAN,C,8,83.7333,0,2,1,1,2,0.000,1.433,1.433,100.00,8,0.00,0.72,8,8,6,4,0,0,2,1,1,0,0,0,2,1,8,13,8,0,1,0.00
Kyle Clifford,"STL, TOR",L,3,29.7833,0,1,0,1,1,0.000,2.015,2.015,100.00,2,0.00,0.15,5,4,2,0,0,0,0,0,0,0,0,0,1,0,6,5,0,0,2,0.00
Mathieu Olivier,NSH,R,5,51.3667,0,1,1,0,1,0.000,1.168,1.168,100.00,1,0.00,0.15,4,2,3,1,0,0,5,1,0,1,0,0,2,0,11,3,4,0,1,0.00
Jonah Gadjovich,S.J,L,13,118.7167,0,1,1,0,1,0.000,0.505,0.505,100.00,6,0.00,1.05,16,12,11,7,4,0,21,6,3,3,0,2,5,3,32,19,2,0,1,0.00
Timo Meier,S.J,R,18,264.8167,6,11,5,6,17,1.359,2.492,3.852,94.44,59,10.17,4.69,95,82,58,24,13,0,0,0,0,0,0,3,6,14,38,26,15,7,2,77.78
Jordan Kyrou,STL,C,23,321.4333,7,8,7,1,15,1.307,1.493,2.800,93.75,45,15.56,4.12,79,59,60,20,4,2,0,0,0,0,0,7,9,9,2,24,7,1,1,50.00
Conor Garland,VAN,R,24,324.8667,5,10,7,3,15,0.923,1.847,2.770,93.75,59,8.47,4.30,85,71,45,15,2,4,8,4,4,0,0,9,8,10,13,39,3,1,2,33.33
Evan Rodrigues,PIT,C,23,300.5500,4,7,4,3,11,0.799,1.397,2.196,91.67,55,7.27,5.42,84,69,50,19,1,6,0,0,0,0,0,4,4,6,25,30,5,81,75,51.92
Claude Giroux,PHI,C,21,286.1667,3,7,1,6,10,0.629,1.468,2.097,90.91,40,7.50,2.59,64,53,28,9,1,6,8,4,4,0,0,7,5,7,14,15,2,111,68,62.01
Filip Forsberg,NSH,L,14,188.4500,7,3,0,3,10,2.229,0.955,3.184,90.91,25,28.00,2.24,49,42,29,11,1,1,2,1,1,0,0,5,5,6,12,2,8,0,1,0.00
J.T. Miller,VAN,C,24,326.2167,4,5,1,4,9,0.736,0.920,1.655,90.00,26,15.38,2.65,47,40,36,15,2,2,6,3,3,0,0,5,11,2,47,13,8,139,95,59.40
John Tavares,TOR,C,23,334.2667,7,10,5,5,17,1.256,1.795,3.051,89.47,50,14.00,5.90,88,72,67,25,2,5,4,2,2,0,0,4,23,10,21,21,14,165,107,60.66
Kyle Connor,WPG,L,22,357.1333,11,5,3,2,16,1.848,0.840,2.688,88.89,80,13.75,6.87,115,98,70,32,5,7,0,0,0,0,0,1,12,13,8,15,4,0,0,0.00
Tyler Ennis,OTT,R,19,196.0667,0,8,6,2,8,0.000,2.448,2.448,88.89,19,0.00,1.64,29,26,22,10,1,3,2,1,1,0,0,3,6,3,29,17,8,9,0,100.00
Nick Suzuki,MTL,C,25,349.9000,1,7,2,5,8,0.171,1.200,1.372,88.89,34,2.94,2.77,54,46,33,14,3,5,4,2,2,0,0,2,12,12,22,19,10,146,135,51.96
Ondrej Kase,TOR,R,21,240.0667,5,3,2,1,8,1.250,0.750,1.999,88.89,49,10.20,4.07,76,62,49,21,3,3,6,3,3,0,0,2,10,8,11,22,12,1,2,33.33
Jordan Eberle,SEA,R,22,305.6500,7,1,1,0,8,1.374,0.196,1.570,88.89,37,18.92,3.54,60,51,40,19,2,1,2,1,1,0,0,1,3,13,16,31,17,1,6,14.29
Michael Bunting,TOR,L,24,306.8000,5,10,6,4,15,0.978,1.956,2.934,88.24,45,11.11,6.08,78,65,60,30,2,3,14,7,7,0,0,9,6,10,25,29,5,1,1,50.00
Jonathan Toews,CHI,C,22,268.9500,0,7,4,3,7,0.000,1.562,1.562,87.50,21,0.00,1.27,36,25,20,8,1,0,4,2,2,0,0,4,6,16,6,28,4,148,101,59.44
Mathieu Joseph,T.B,R,20,223.6667,3,4,1,3,7,0.805,1.073,1.878,87.50,14,21.43,1.32,23,19,15,9,2,0,4,2,2,0,0,5,4,11,36,37,8,8,7,53.33
Dylan Larkin,DET,C,20,290.4167,6,8,6,2,14,1.240,1.653,2.892,87.50,46,13.04,5.60,79,65,49,29,2,10,0,0,0,0,0,3,10,10,7,14,7,110,101,52.13
Kirill Kaprizov,MIN,L,23,324.7500,7,14,11,3,21,1.293,2.587,3.880,87.50,49,14.29,4.69,96,74,50,17,6,8,4,2,2,0,0,5,13,11,22,27,4,1,1,50.00
Milan Lucic,CGY,L,23,240.0333,6,1,1,0,7,1.500,0.250,1.750,87.50,29,20.69,2.27,44,36,29,10,3,2,17,3,1,1,1,6,12,7,54,21,5,2,4,33.33
Connor Brown,OTT,R,17,243.7167,4,3,2,1,7,0.985,0.739,1.723,87.50,19,21.05,2.05,32,23,23,10,1,2,2,1,1,0,0,1,12,9,6,17,8,0,2,0.00
Jake Guentzel,PIT,L,22,314.0167,7,6,4,2,13,1.338,1.146,2.484,86.67,59,11.86,5.36,82,69,61,28,2,11,10,5,5,0,0,8,7,8,30,41,17,5,4,55.56
Vladimir Tarasenko,STL,R,23,306.9500,7,6,1,5,13,1.368,1.173,2.541,86.67,62,11.29,5.10,97,77,61,17,5,6,6,3,3,0,0,5,10,5,19,24,16,0,1,0.00
Jason Robertson,DAL,L,15,205.6333,4,8,3,5,12,1.167,2.334,3.501,85.71,29,13.79,2.63,54,40,30,14,1,3,8,4,4,0,0,2,15,12,2,7,4,0,0,0.00
Anthony Beauvillier,NYI,L,17,236.9500,2,4,3,1,6,0.506,1.013,1.519,85.71,24,8.33,2.40,43,29,35,13,4,4,0,0,0,0,0,2,7,12,16,20,6,2,1,66.67
